ds,alx,gco,mco
6/16/2023 05:00,9,32,27
6/16/2023 06:00,30,26,40
6/16/2023 07:00,23,82,38
6/16/2023 08:00,44,96,44
6/16/2023 09:00,58,145,80
6/16/2023 10:00,41,134,97
6/16/2023 11:00,51,167,100
6/16/2023 12:00,50,162,87
6/16/2023 13:00,49,147,105
6/16/2023 14:00,52,185,77
6/16/2023 15:00,58,151,103
6/16/2023 16:00,32,146,85
6/16/2023 17:00,29,137,77
6/16/2023 18:00,28,146,81
6/16/2023 19:00,36,151,70
6/16/2023 20:00,28,157,83
6/16/2023 21:00,30,188,71
6/16/2023 22:00,31,162,63
6/16/2023 23:00,35,150,37
6/17/2023 00:00,17,80,46
6/17/2023 01:00,15,56,25
6/17/2023 02:00,15,48,39
6/17/2023 03:00,11,33,27
6/17/2023 04:00,14,51,19
6/17/2023 05:00,6,38,12
6/17/2023 06:00,11,32,41
6/17/2023 07:00,34,39,57
6/17/2023 08:00,29,81,63
6/17/2023 09:00,33,153,80
6/17/2023 10:00,36,139,67
6/17/2023 11:00,58,135,84
6/17/2023 12:00,44,175,98
6/17/2023 13:00,23,156,79
6/17/2023 14:00,49,123,71
6/17/2023 15:00,31,144,72
6/17/2023 16:00,37,135,91
6/17/2023 17:00,68,159,96
6/17/2023 18:00,39,121,62
6/17/2023 19:00,34,168,85
6/17/2023 20:00,27,160,55
6/17/2023 21:00,28,117,93
6/17/2023 22:00,48,124,85
6/17/2023 23:00,49,117,89
6/18/2023 00:00,31,93,57
6/18/2023 01:00,32,89,40
6/18/2023 02:00,25,81,56
6/18/2023 03:00,21,47,29
6/18/2023 04:00,14,53,35
6/18/2023 05:00,16,57,28
6/18/2023 06:00,17,35,22
6/18/2023 07:00,25,37,35
6/18/2023 08:00,16,52,38
6/18/2023 09:00,19,90,58
6/18/2023 10:00,23,90,60
6/18/2023 11:00,34,108,61
6/18/2023 12:00,18,103,83
6/18/2023 13:00,27,162,72
6/18/2023 14:00,24,105,75
6/18/2023 15:00,21,143,86
6/18/2023 16:00,18,123,87
6/18/2023 17:00,34,120,83
6/18/2023 18:00,25,156,55
6/18/2023 19:00,33,121,65
6/18/2023 20:00,27,118,85
6/18/2023 21:00,34,132,103
6/18/2023 22:00,18,97,69
6/18/2023 23:00,22,83,44
6/19/2023 00:00,16,88,31
6/19/2023 01:00,17,49,35
6/19/2023 02:00,11,34,22
6/19/2023 03:00,9,44,24
6/19/2023 04:00,8,30,22
6/19/2023 05:00,10,49,20
6/19/2023 06:00,13,56,26
6/19/2023 07:00,33,74,42
6/19/2023 08:00,21,87,79
6/19/2023 09:00,37,136,77
6/19/2023 10:00,58,149,80
6/19/2023 11:00,38,140,101
6/19/2023 12:00,56,118,114
6/19/2023 13:00,46,181,79
6/19/2023 14:00,47,164,102
6/19/2023 15:00,33,148,98
6/19/2023 16:00,29,154,95
6/19/2023 17:00,28,164,132
6/19/2023 18:00,33,129,65
6/19/2023 19:00,44,106,75
6/19/2023 20:00,34,103,58
6/19/2023 21:00,18,90,50
6/19/2023 22:00,25,68,51
6/19/2023 23:00,15,67,37
6/20/2023 00:00,19,66,36
6/20/2023 01:00,11,40,34
6/20/2023 02:00,12,48,11
6/20/2023 03:00,8,28,25
6/20/2023 04:00,5,28,9
6/20/2023 05:00,17,52,25
6/20/2023 06:00,31,36,27
6/20/2023 07:00,30,59,71
6/20/2023 08:00,51,94,96
6/20/2023 09:00,60,119,81
6/20/2023 10:00,47,126,101
6/20/2023 11:00,51,141,81
6/20/2023 12:00,53,114,125
6/20/2023 13:00,61,167,87
6/20/2023 14:00,55,158,89
6/20/2023 15:00,42,159,89
6/20/2023 16:00,40,138,103
6/20/2023 17:00,43,249,85
6/20/2023 18:00,28,185,96
6/20/2023 19:00,40,164,91
6/20/2023 20:00,17,101,91
6/20/2023 21:00,23,107,52
6/20/2023 22:00,12,111,51
6/20/2023 23:00,16,83,40
6/21/2023 00:00,21,68,56
6/21/2023 01:00,15,39,19
6/21/2023 02:00,16,52,3
6/21/2023 03:00,6,35,7
6/21/2023 04:00,8,42,20
6/21/2023 05:00,16,56,13
6/21/2023 06:00,18,61,21
6/21/2023 07:00,36,86,44
6/21/2023 08:00,27,125,89
6/21/2023 09:00,73,130,88
6/21/2023 10:00,50,140,64
6/21/2023 11:00,45,177,98
6/21/2023 12:00,44,177,101
6/21/2023 13:00,38,209,97
6/21/2023 14:00,36,144,108
6/21/2023 15:00,49,184,107
6/21/2023 16:00,40,202,117
6/21/2023 17:00,39,158,105
6/21/2023 18:00,25,146,90
6/21/2023 19:00,34,124,75
6/21/2023 20:00,28,149,62
6/21/2023 21:00,32,100,61
6/21/2023 22:00,30,110,55
6/21/2023 23:00,15,89,52
6/22/2023 00:00,15,53,24
6/22/2023 01:00,17,55,22
6/22/2023 02:00,19,29,19
6/22/2023 03:00,9,42,23
6/22/2023 04:00,9,32,11
6/22/2023 05:00,17,40,13
6/22/2023 06:00,29,58,31
6/22/2023 07:00,36,75,49
6/22/2023 08:00,36,94,73
6/22/2023 09:00,41,117,96
6/22/2023 10:00,51,122,110
6/22/2023 11:00,52,139,93
6/22/2023 12:00,36,139,108
6/22/2023 13:00,37,139,111
6/22/2023 14:00,31,154,85
6/22/2023 15:00,38,165,110
6/22/2023 16:00,35,155,97
6/22/2023 17:00,43,162,91
6/22/2023 18:00,39,121,68
6/22/2023 19:00,51,139,63
6/22/2023 20:00,28,131,67
6/22/2023 21:00,16,118,66
6/22/2023 22:00,26,136,47
6/22/2023 23:00,21,99,42
6/23/2023 00:00,24,54,31
6/23/2023 01:00,14,53,18
6/23/2023 02:00,19,59,11
6/23/2023 03:00,21,33,13
6/23/2023 04:00,17,15,25
6/23/2023 05:00,8,34,18
6/23/2023 06:00,17,67,36
6/23/2023 07:00,32,92,40
6/23/2023 08:00,48,105,70
6/23/2023 09:00,44,128,84
6/23/2023 10:00,54,152,79
6/23/2023 11:00,47,132,85
6/23/2023 12:00,57,173,116
6/23/2023 13:00,46,209,116
6/23/2023 14:00,66,146,108
6/23/2023 15:00,53,165,100
6/23/2023 16:00,52,155,90
6/23/2023 17:00,39,162,91
6/23/2023 18:00,27,121,73
6/23/2023 19:00,29,139,59
6/23/2023 20:00,24,131,69
6/23/2023 21:00,41,118,75
6/23/2023 22:00,32,136,75
6/23/2023 23:00,31,99,71
6/24/2023 00:00,21,82,24
6/24/2023 01:00,15,64,35
6/24/2023 02:00,22,57,11
6/24/2023 03:00,14,39,18
6/24/2023 04:00,9,35,11
6/24/2023 05:00,16,38,18
6/24/2023 06:00,10,55,38
6/24/2023 07:00,24,66,36
6/24/2023 08:00,23,78,65
6/24/2023 09:00,24,100,55
6/24/2023 10:00,19,110,73
6/24/2023 11:00,39,138,88
6/24/2023 12:00,42,137,78
6/24/2023 13:00,39,150,76
6/24/2023 14:00,37,167,92
6/24/2023 15:00,48,126,70
6/24/2023 16:00,28,141,79
6/24/2023 17:00,31,137,77
6/24/2023 18:00,32,130,80
6/24/2023 19:00,26,128,59
6/24/2023 20:00,45,116,102
6/24/2023 21:00,37,147,72
6/24/2023 22:00,21,162,91
6/24/2023 23:00,32,119,67
6/25/2023 00:00,23,92,60
6/25/2023 01:00,13,109,51
6/25/2023 02:00,13,86,36
6/25/2023 03:00,12,73,26
6/25/2023 04:00,7,45,31
6/25/2023 05:00,12,38,19
6/25/2023 06:00,11,42,22
6/25/2023 07:00,21,45,33
6/25/2023 08:00,10,60,43
6/25/2023 09:00,17,91,52
6/25/2023 10:00,18,80,63
6/25/2023 11:00,20,93,62
6/25/2023 12:00,25,118,75
6/25/2023 13:00,33,133,73
6/25/2023 14:00,33,112,71
6/25/2023 15:00,21,118,89
6/25/2023 16:00,12,110,77
6/25/2023 17:00,34,236,82
6/25/2023 18:00,31,119,78
6/25/2023 19:00,39,132,72
6/25/2023 20:00,34,134,90
6/25/2023 21:00,28,89,56
6/25/2023 22:00,39,101,62
6/25/2023 23:00,18,69,41
6/26/2023 00:00,27,53,59
6/26/2023 01:00,21,55,36
6/26/2023 02:00,18,55,23
6/26/2023 03:00,14,39,18
6/26/2023 04:00,7,23,15
6/26/2023 05:00,13,24,19
6/26/2023 06:00,15,42,30
6/26/2023 07:00,37,74,51
6/26/2023 08:00,37,127,80
6/26/2023 09:00,50,163,78
6/26/2023 10:00,46,172,99
6/26/2023 11:00,55,135,72
6/26/2023 12:00,56,144,101
6/26/2023 13:00,55,177,102
6/26/2023 14:00,39,160,102
6/26/2023 15:00,46,219,73
6/26/2023 16:00,53,198,97
6/26/2023 17:00,35,165,74
6/26/2023 18:00,42,155,71
6/26/2023 19:00,28,129,60
6/26/2023 20:00,24,141,62
6/26/2023 21:00,35,97,62
6/26/2023 22:00,32,75,57
6/26/2023 23:00,16,56,40
6/27/2023 00:00,21,45,52
6/27/2023 01:00,22,43,18
6/27/2023 02:00,4,53,20
6/27/2023 03:00,12,59,24
6/27/2023 04:00,5,44,29
6/27/2023 05:00,16,32,18
6/27/2023 06:00,19,62,25
6/27/2023 07:00,30,96,71
6/27/2023 08:00,33,126,67
6/27/2023 09:00,59,126,67
6/27/2023 10:00,44,176,92
6/27/2023 11:00,60,179,65
6/27/2023 12:00,33,158,84
6/27/2023 13:00,28,185,99
6/27/2023 14:00,50,184,90
6/27/2023 15:00,50,151,87
6/27/2023 16:00,31,159,87
6/27/2023 17:00,50,170,88
6/27/2023 18:00,50,143,62
6/27/2023 19:00,31,141,70
6/27/2023 20:00,21,115,84
6/27/2023 21:00,28,123,50
6/27/2023 22:00,19,96,40
6/27/2023 23:00,12,82,31
6/28/2023 00:00,14,75,23
6/28/2023 01:00,7,66,19
6/28/2023 02:00,13,55,18
6/28/2023 03:00,13,41,19
6/28/2023 04:00,10,35,17
6/28/2023 05:00,13,21,16
6/28/2023 06:00,23,46,39
6/28/2023 07:00,30,66,35
6/28/2023 08:00,55,111,64
6/28/2023 09:00,65,127,71
6/28/2023 10:00,52,154,108
6/28/2023 11:00,63,201,82
6/28/2023 12:00,57,163,87
6/28/2023 13:00,43,146,80
6/28/2023 14:00,33,148,90
6/28/2023 15:00,52,139,98
6/28/2023 16:00,62,168,101
6/28/2023 17:00,40,143,62
6/28/2023 18:00,43,122,67
6/28/2023 19:00,51,108,83
6/28/2023 20:00,23,151,78
6/28/2023 21:00,33,116,61
6/28/2023 22:00,25,106,49
6/28/2023 23:00,24,97,43
6/29/2023 00:00,35,81,32
6/29/2023 01:00,20,65,30
6/29/2023 02:00,8,51,25
6/29/2023 03:00,11,34,10
6/29/2023 04:00,6,28,17
6/29/2023 05:00,11,41,26
6/29/2023 06:00,21,60,31
6/29/2023 07:00,26,89,51
6/29/2023 08:00,38,99,61
6/29/2023 09:00,47,152,91
6/29/2023 10:00,46,160,66
6/29/2023 11:00,52,171,96
6/29/2023 12:00,54,187,100
6/29/2023 13:00,44,193,101
6/29/2023 14:00,46,163,84
6/29/2023 15:00,39,189,104
6/29/2023 16:00,48,192,78
6/29/2023 17:00,45,183,148
6/29/2023 18:00,25,153,78
6/29/2023 19:00,26,149,74
6/29/2023 20:00,19,118,64
6/29/2023 21:00,33,147,80
6/29/2023 22:00,29,104,39
6/29/2023 23:00,18,102,36
6/30/2023 00:00,17,58,24
6/30/2023 01:00,20,52,22
6/30/2023 02:00,15,53,6
6/30/2023 03:00,6,42,16
6/30/2023 04:00,7,49,18
6/30/2023 05:00,14,42,14
6/30/2023 06:00,25,53,45
6/30/2023 07:00,26,67,51
6/30/2023 08:00,43,114,75
6/30/2023 09:00,49,101,107
6/30/2023 10:00,50,121,142
6/30/2023 11:00,47,116,249
6/30/2023 12:00,39,172,199
6/30/2023 13:00,65,171,185
6/30/2023 14:00,62,145,144
6/30/2023 15:00,59,150,168
6/30/2023 16:00,44,168,164
6/30/2023 17:00,49,170,106
6/30/2023 18:00,27,136,100
6/30/2023 19:00,31,128,76
6/30/2023 20:00,30,135,92
6/30/2023 21:00,32,119,89
6/30/2023 22:00,28,110,81
6/30/2023 23:00,25,92,67
7/1/2023 00:00,17,80,61
7/1/2023 01:00,12,69,22
7/1/2023 02:00,17,49,22
7/1/2023 03:00,8,51,16
7/1/2023 04:00,8,51,29
7/1/2023 05:00,12,33,20
7/1/2023 06:00,12,29,23
7/1/2023 07:00,19,52,47
7/1/2023 08:00,30,77,60
7/1/2023 09:00,37,122,73
7/1/2023 10:00,26,114,84
7/1/2023 11:00,52,131,88
7/1/2023 12:00,41,130,96
7/1/2023 13:00,29,135,94
7/1/2023 14:00,26,152,82
7/1/2023 15:00,33,138,96
7/1/2023 16:00,42,159,74
7/1/2023 17:00,30,124,71
7/1/2023 18:00,28,136,122
7/1/2023 19:00,45,161,72
7/1/2023 20:00,33,127,85
7/1/2023 21:00,50,146,125
7/1/2023 22:00,26,113,103
7/1/2023 23:00,26,103,107
7/2/2023 00:00,28,108,68
7/2/2023 01:00,19,51,49
7/2/2023 02:00,12,46,27
7/2/2023 03:00,10,38,34
7/2/2023 04:00,8,22,21
7/2/2023 05:00,12,33,22
7/2/2023 06:00,14,51,33
7/2/2023 07:00,12,73,52
7/2/2023 08:00,20,74,69
7/2/2023 09:00,17,77,72
7/2/2023 10:00,36,91,76
7/2/2023 11:00,38,95,67
7/2/2023 12:00,25,95,75
7/2/2023 13:00,29,126,87
7/2/2023 14:00,39,99,74
7/2/2023 15:00,18,113,80
7/2/2023 16:00,18,109,58
7/2/2023 17:00,16,105,61
7/2/2023 18:00,28,116,78
7/2/2023 19:00,35,127,76
7/2/2023 20:00,37,106,79
7/2/2023 21:00,23,361,125
7/2/2023 22:00,29,165,97
7/2/2023 23:00,26,106,60
7/3/2023 00:00,24,65,29
7/3/2023 01:00,12,39,38
7/3/2023 02:00,16,42,33
7/3/2023 03:00,13,45,22
7/3/2023 04:00,4,57,17
7/3/2023 05:00,12,25,14
7/3/2023 06:00,17,41,43
7/3/2023 07:00,33,76,78
7/3/2023 08:00,34,71,75
7/3/2023 09:00,38,142,106
7/3/2023 10:00,34,122,90
7/3/2023 11:00,52,184,125
7/3/2023 12:00,58,192,97
7/3/2023 13:00,48,196,108
7/3/2023 14:00,47,200,119
7/3/2023 15:00,50,203,112
7/3/2023 16:00,42,144,104
7/3/2023 17:00,46,148,76
7/3/2023 18:00,43,173,96
7/3/2023 19:00,35,154,100
7/3/2023 20:00,28,156,107
7/3/2023 21:00,38,126,133
7/3/2023 22:00,39,104,94
7/3/2023 23:00,30,78,62
7/4/2023 00:00,19,52,43
7/4/2023 01:00,10,77,33
7/4/2023 02:00,11,50,18
7/4/2023 03:00,17,42,12
7/4/2023 04:00,10,42,17
7/4/2023 05:00,20,36,22
7/4/2023 06:00,9,41,27
7/4/2023 07:00,8,46,36
7/4/2023 08:00,11,46,47
7/4/2023 09:00,22,78,59
7/4/2023 10:00,16,92,70
7/4/2023 11:00,36,114,85
7/4/2023 12:00,27,110,90
7/4/2023 13:00,25,80,94
7/4/2023 14:00,29,104,77
7/4/2023 15:00,38,109,80
7/4/2023 16:00,38,87,87
7/4/2023 17:00,34,95,84
7/4/2023 18:00,32,154,94
7/4/2023 19:00,32,155,111
7/4/2023 20:00,36,150,196
7/4/2023 21:00,64,160,326
7/4/2023 22:00,58,195,198
7/4/2023 23:00,77,164,159
7/5/2023 00:00,31,106,74
7/5/2023 01:00,19,55,55
7/5/2023 02:00,14,62,24
7/5/2023 03:00,15,27,10
7/5/2023 04:00,15,33,16
7/5/2023 05:00,17,43,30
7/5/2023 06:00,28,54,46
7/5/2023 07:00,55,66,59
7/5/2023 08:00,35,119,83
7/5/2023 09:00,44,143,86
7/5/2023 10:00,48,115,113
7/5/2023 11:00,52,179,107
7/5/2023 12:00,52,156,112
7/5/2023 13:00,36,159,106
7/5/2023 14:00,55,132,97
7/5/2023 15:00,67,154,91
7/5/2023 16:00,43,157,111
7/5/2023 17:00,45,155,89
7/5/2023 18:00,43,115,105
7/5/2023 19:00,38,138,85
7/5/2023 20:00,33,119,63
7/5/2023 21:00,47,119,77
7/5/2023 22:00,43,111,79
7/5/2023 23:00,16,86,28
7/6/2023 00:00,13,59,26
7/6/2023 01:00,16,30,7
7/6/2023 02:00,36,43,20
7/6/2023 03:00,29,27,14
7/6/2023 04:00,13,24,17
7/6/2023 05:00,22,25,33
7/6/2023 06:00,27,48,36
7/6/2023 07:00,31,52,60
7/6/2023 08:00,45,96,94
7/6/2023 09:00,50,116,82
7/6/2023 10:00,52,150,111
7/6/2023 11:00,59,147,131
7/6/2023 12:00,43,171,128
7/6/2023 13:00,61,182,96
7/6/2023 14:00,53,179,104
7/6/2023 15:00,54,186,82
7/6/2023 16:00,62,158,121
7/6/2023 17:00,46,158,84
7/6/2023 18:00,44,161,87
7/6/2023 19:00,25,111,68
7/6/2023 20:00,34,131,51
7/6/2023 21:00,30,96,62
7/6/2023 22:00,32,77,51
7/6/2023 23:00,19,62,56
7/7/2023 00:00,13,68,27
7/7/2023 01:00,17,47,25
7/7/2023 02:00,16,45,24
7/7/2023 03:00,10,58,27
7/7/2023 04:00,9,31,24
7/7/2023 05:00,19,35,33
7/7/2023 06:00,16,43,40
7/7/2023 07:00,27,70,49
7/7/2023 08:00,30,112,79
7/7/2023 09:00,45,145,83
7/7/2023 10:00,37,152,108
7/7/2023 11:00,57,133,102
7/7/2023 12:00,47,147,98
7/7/2023 13:00,47,157,108
7/7/2023 14:00,36,179,125
7/7/2023 15:00,42,178,91
7/7/2023 16:00,24,161,100
7/7/2023 17:00,40,183,134
7/7/2023 18:00,48,125,111
7/7/2023 19:00,27,117,93
7/7/2023 20:00,30,132,83
7/7/2023 21:00,41,95,94
7/7/2023 22:00,24,104,71
7/7/2023 23:00,24,87,37
7/8/2023 00:00,22,101,28
7/8/2023 01:00,19,80,28
7/8/2023 02:00,28,58,12
7/8/2023 03:00,27,42,16
7/8/2023 04:00,11,40,19
7/8/2023 05:00,8,25,18
7/8/2023 06:00,5,43,25
7/8/2023 07:00,15,67,64
7/8/2023 08:00,30,96,78
7/8/2023 09:00,27,90,74
7/8/2023 10:00,55,141,83
7/8/2023 11:00,44,141,101
7/8/2023 12:00,41,137,131
7/8/2023 13:00,39,151,94
7/8/2023 14:00,35,121,96
7/8/2023 15:00,33,135,87
7/8/2023 16:00,56,148,72
7/8/2023 17:00,52,138,71
7/8/2023 18:00,43,105,93
7/8/2023 19:00,43,121,98
7/8/2023 20:00,40,100,84
7/8/2023 21:00,36,131,84
7/8/2023 22:00,36,139,79
7/8/2023 23:00,33,94,97
7/9/2023 00:00,22,69,51
7/9/2023 01:00,21,82,37
7/9/2023 02:00,22,59,29
7/9/2023 03:00,19,50,13
7/9/2023 04:00,11,47,14
7/9/2023 05:00,10,27,20
7/9/2023 06:00,12,32,25
7/9/2023 07:00,10,65,24
7/9/2023 08:00,25,66,53
7/9/2023 09:00,23,101,68
7/9/2023 10:00,21,110,66
7/9/2023 11:00,23,97,66
7/9/2023 12:00,20,115,73
7/9/2023 13:00,28,136,59
7/9/2023 14:00,29,119,70
7/9/2023 15:00,41,122,65
7/9/2023 16:00,29,111,74
7/9/2023 17:00,26,95,54
7/9/2023 18:00,28,106,75
7/9/2023 19:00,21,140,77
7/9/2023 20:00,38,95,77
7/9/2023 21:00,29,127,70
7/9/2023 22:00,29,94,68
7/9/2023 23:00,15,55,54
7/10/2023 00:00,34,39,35
7/10/2023 01:00,9,53,25
7/10/2023 02:00,13,47,15
7/10/2023 03:00,10,40,17
7/10/2023 04:00,11,26,12
7/10/2023 05:00,9,56,24
7/10/2023 06:00,18,43,35
7/10/2023 07:00,35,77,40
7/10/2023 08:00,33,109,66
7/10/2023 09:00,46,121,71
7/10/2023 10:00,37,157,102
7/10/2023 11:00,56,166,105
7/10/2023 12:00,68,157,98
7/10/2023 13:00,64,205,114
7/10/2023 14:00,50,188,107
7/10/2023 15:00,54,159,104
7/10/2023 16:00,35,146,119
7/10/2023 17:00,39,184,87
7/10/2023 18:00,54,93,89
7/10/2023 19:00,42,122,62
7/10/2023 20:00,33,105,65
7/10/2023 21:00,32,100,67
7/10/2023 22:00,29,87,50
7/10/2023 23:00,20,71,34
7/11/2023 00:00,19,66,31
7/11/2023 01:00,12,49,23
7/11/2023 02:00,18,26,24
7/11/2023 03:00,11,34,21
7/11/2023 04:00,7,41,24
7/11/2023 05:00,15,18,18
7/11/2023 06:00,23,37,25
7/11/2023 07:00,21,71,53
7/11/2023 08:00,42,91,73
7/11/2023 09:00,50,141,88
7/11/2023 10:00,51,130,99
7/11/2023 11:00,29,152,90
7/11/2023 12:00,42,179,81
7/11/2023 13:00,60,173,116
7/11/2023 14:00,56,208,94
7/11/2023 15:00,53,173,111
7/11/2023 16:00,51,203,90
7/11/2023 17:00,36,163,69
7/11/2023 18:00,42,131,63
7/11/2023 19:00,34,114,69
7/11/2023 20:00,40,138,68
7/11/2023 21:00,33,104,54
7/11/2023 22:00,17,85,72
7/11/2023 23:00,22,66,49
7/12/2023 00:00,7,48,41
7/12/2023 01:00,14,51,21
7/12/2023 02:00,12,55,27
7/12/2023 03:00,6,31,20
7/12/2023 04:00,11,33,15
7/12/2023 05:00,18,39,16
7/12/2023 06:00,20,40,48
7/12/2023 07:00,22,104,36
7/12/2023 08:00,42,146,66
7/12/2023 09:00,49,143,93
7/12/2023 10:00,54,145,83
7/12/2023 11:00,55,171,110
7/12/2023 12:00,53,144,103
7/12/2023 13:00,61,137,107
7/12/2023 14:00,45,119,95
7/12/2023 15:00,40,170,104
7/12/2023 16:00,48,157,102
7/12/2023 17:00,38,176,100
7/12/2023 18:00,33,132,71
7/12/2023 19:00,32,151,50
7/12/2023 20:00,42,148,77
7/12/2023 21:00,30,119,63
7/12/2023 22:00,23,87,43
7/12/2023 23:00,25,66,36
7/13/2023 00:00,15,52,27
7/13/2023 01:00,14,51,17
7/13/2023 02:00,8,48,20
7/13/2023 03:00,11,36,15
7/13/2023 04:00,10,36,12
7/13/2023 05:00,16,36,25
7/13/2023 06:00,24,41,38
7/13/2023 07:00,35,65,57
7/13/2023 08:00,56,129,66
7/13/2023 09:00,33,124,84
7/13/2023 10:00,51,137,69
7/13/2023 11:00,59,167,92
7/13/2023 12:00,35,168,83
7/13/2023 13:00,44,151,106
7/13/2023 14:00,59,213,81
7/13/2023 15:00,59,184,69
7/13/2023 16:00,74,181,109
7/13/2023 17:00,33,153,99
7/13/2023 18:00,38,139,94
7/13/2023 19:00,36,121,62
7/13/2023 20:00,45,81,73
7/13/2023 21:00,32,127,71
7/13/2023 22:00,19,90,69
7/13/2023 23:00,24,64,44
7/14/2023 00:00,19,70,24
7/14/2023 01:00,14,66,21
7/14/2023 02:00,10,48,21
7/14/2023 03:00,13,27,12
7/14/2023 04:00,9,17,14
7/14/2023 05:00,15,35,19
7/14/2023 06:00,22,45,40
7/14/2023 07:00,30,85,56
7/14/2023 08:00,39,128,57
7/14/2023 09:00,51,133,80
7/14/2023 10:00,51,136,78
7/14/2023 11:00,40,137,75
7/14/2023 12:00,62,151,86
7/14/2023 13:00,53,157,89
7/14/2023 14:00,60,163,98
7/14/2023 15:00,51,177,93
7/14/2023 16:00,42,148,85
7/14/2023 17:00,25,172,69
7/14/2023 18:00,33,137,64
7/14/2023 19:00,44,130,67
7/14/2023 20:00,28,122,72
7/14/2023 21:00,40,109,67
7/14/2023 22:00,25,125,66
7/14/2023 23:00,20,95,38
7/15/2023 00:00,20,87,36
7/15/2023 01:00,11,83,37
7/15/2023 02:00,18,66,29
7/15/2023 03:00,12,46,21
7/15/2023 04:00,6,22,16
7/15/2023 05:00,13,33,18
7/15/2023 06:00,24,49,23
7/15/2023 07:00,22,81,33
7/15/2023 08:00,44,67,41
7/15/2023 09:00,51,100,66
7/15/2023 10:00,40,103,78
7/15/2023 11:00,29,118,62
7/15/2023 12:00,53,137,72
7/15/2023 13:00,25,132,77
7/15/2023 14:00,29,151,84
7/15/2023 15:00,21,135,59
7/15/2023 16:00,30,145,80
7/15/2023 17:00,32,153,68
7/15/2023 18:00,38,126,49
7/15/2023 19:00,42,130,97
7/15/2023 20:00,35,138,58
7/15/2023 21:00,28,137,79
7/15/2023 22:00,32,113,85
7/15/2023 23:00,32,112,70
7/16/2023 00:00,28,108,44
7/16/2023 01:00,18,68,32
7/16/2023 02:00,8,72,29
7/16/2023 03:00,12,50,29
7/16/2023 04:00,13,55,12
7/16/2023 05:00,8,40,30
7/16/2023 06:00,17,53,31
7/16/2023 07:00,19,64,22
7/16/2023 08:00,10,81,48
7/16/2023 09:00,20,49,47
7/16/2023 10:00,16,122,54
7/16/2023 11:00,27,105,70
7/16/2023 12:00,21,114,76
7/16/2023 13:00,22,129,60
7/16/2023 14:00,39,123,69
7/16/2023 15:00,30,106,90
7/16/2023 16:00,40,108,67
7/16/2023 17:00,25,147,75
7/16/2023 18:00,45,125,77
7/16/2023 19:00,36,106,68
7/16/2023 20:00,33,91,68
7/16/2023 21:00,29,134,64
7/16/2023 22:00,31,104,53
7/16/2023 23:00,26,47,36
7/17/2023 00:00,14,64,56
7/17/2023 01:00,7,40,26
7/17/2023 02:00,9,50,20
7/17/2023 03:00,2,35,7
7/17/2023 04:00,8,29,16
7/17/2023 05:00,15,48,15
7/17/2023 06:00,11,39,33
7/17/2023 07:00,44,74,55
7/17/2023 08:00,43,103,74
7/17/2023 09:00,60,40,77
7/17/2023 10:00,52,147,96
7/17/2023 11:00,47,129,92
7/17/2023 12:00,45,166,110
7/17/2023 13:00,63,192,102
7/17/2023 14:00,50,163,106
7/17/2023 15:00,50,213,123
7/17/2023 16:00,41,194,95
7/17/2023 17:00,48,157,77
7/17/2023 18:00,51,152,72
7/17/2023 19:00,31,98,56
7/17/2023 20:00,40,125,89
7/17/2023 21:00,27,90,58
7/17/2023 22:00,26,89,46
7/17/2023 23:00,25,75,47
7/18/2023 00:00,12,69,32
7/18/2023 01:00,7,69,20
7/18/2023 02:00,30,38,25
7/18/2023 03:00,12,31,23
7/18/2023 04:00,4,26,15
7/18/2023 05:00,20,34,23
7/18/2023 06:00,21,59,31
7/18/2023 07:00,25,76,55
7/18/2023 08:00,28,102,69
7/18/2023 09:00,46,156,70
7/18/2023 10:00,49,132,74
7/18/2023 11:00,56,148,112
7/18/2023 12:00,60,129,76
7/18/2023 13:00,53,163,118
7/18/2023 14:00,42,148,79
7/18/2023 15:00,48,162,90
7/18/2023 16:00,44,186,76
7/18/2023 17:00,48,163,103
7/18/2023 18:00,42,125,54
7/18/2023 19:00,41,159,69
7/18/2023 20:00,34,153,70
7/18/2023 21:00,34,123,68
7/18/2023 22:00,34,120,51
7/18/2023 23:00,39,95,29
7/19/2023 00:00,22,66,34
7/19/2023 01:00,13,65,20
7/19/2023 02:00,4,60,12
7/19/2023 03:00,10,34,19
7/19/2023 04:00,7,29,12
7/19/2023 05:00,16,26,10
7/19/2023 06:00,16,50,22
7/19/2023 07:00,23,83,47
7/19/2023 08:00,45,117,55
7/19/2023 09:00,37,153,62
7/19/2023 10:00,44,142,72
7/19/2023 11:00,66,161,97
7/19/2023 12:00,55,163,100
7/19/2023 13:00,57,157,87
7/19/2023 14:00,38,182,97
7/19/2023 15:00,46,192,92
7/19/2023 16:00,34,177,106
7/19/2023 17:00,44,146,82
7/19/2023 18:00,51,149,89
7/19/2023 19:00,25,118,77
7/19/2023 20:00,31,127,78
7/19/2023 21:00,36,97,58
7/19/2023 22:00,25,65,54
7/19/2023 23:00,22,64,47
7/20/2023 00:00,21,55,27
7/20/2023 01:00,11,36,15
7/20/2023 02:00,7,19,9
7/20/2023 03:00,17,52,19
7/20/2023 04:00,9,29,10
7/20/2023 05:00,8,31,13
7/20/2023 06:00,18,52,30
7/20/2023 07:00,28,83,49
7/20/2023 08:00,46,105,70
7/20/2023 09:00,44,146,74
7/20/2023 10:00,50,154,73
